battle_id,winner_username,outcome_label,turns,player1_team_species,player2_team_species
battle-gen9randombattle-531,RuleBasedPlayer 1,RuleBasedPlayer,16,"['gengar', 'chimecho', 'poliwrath', 'rayquaza', 'wugtrio', 'pecharunt']","['jirachi', 'fezandipiti', 'regigigas', 'amoonguss', 'glastrier', 'incineroar']"
battle-gen9randombattle-532,RuleBasedPlayer 1,RuleBasedPlayer,29,"['grumpig', 'dragapult', 'yanmega', 'leavanny', 'ironcrown', 'cinccino']","['gallade', 'malamar', 'oricorio', 'sinistchamasterpiece', 'scrafty', 'clawitzer']"
battle-gen9randombattle-533,RuleBasedPlayer 1,RuleBasedPlayer,26,"['dragapult', 'inteleon', 'crawdaunt', 'leafeon', 'grafaiai', 'raikou']","['hitmontop', 'mimikyubusted', 'girafarig', 'groudon', 'pyroar', 'brutebonnet']"
battle-gen9randombattle-534,RuleBasedPlayer 1,RuleBasedPlayer,32,"['gallade', 'klawf', 'sinistcha', 'gholdengo', 'yanmega', 'thundurustherian']","['bronzong', 'persianalola', 'archaludon', 'moltresgalar', 'urshifurapidstrike', 'gastrodon']"
battle-gen9randombattle-535,RuleBasedPlayer 1,RuleBasedPlayer,24,"['baxcalibur', 'seviper', 'komala', 'quagsire', 'altaria', 'granbull']","['zarudedada', 'lugia', 'koraidon', 'luvdisc', 'annihilape', 'zebstrika']"
battle-gen9randombattle-536,RuleBasedPlayer 1,RuleBasedPlayer,32,"['zebstrika', 'cinderace', 'inteleon', 'latias', 'snorlax', 'komala']","['vivillonsun', 'spidops', 'roaringmoon', 'pyroar', 'cobalion', 'blaziken']"
battle-gen9randombattle-537,RuleBasedPlayer 1,RuleBasedPlayer,28,"['mandibuzz', 'arbok', 'grafaiai', 'vaporeon', 'cetitan', 'emboar']","['cobalion', 'zoroark', 'tinkaton', 'lilliganthisui', 'gengar', 'espathra']"
battle-gen9randombattle-538,RuleBasedPlayer 1,RuleBasedPlayer,29,"['rampardos', 'salazzle', 'zoroarkhisui', 'gumshoos', 'rotomfan', 'vileplume']","['uxie', 'banette', 'archaludon', 'komala', 'golduck', 'crawdaunt']"
battle-gen9randombattle-539,RuleBasedPlayer 1,RuleBasedPlayer,19,"['gougingfire', 'rhyperior', 'probopass', 'glastrier', 'garchomp', 'luvdisc']","['roaringmoon', 'volbeat', 'wochien', 'arboliva', 'comfey', 'minun']"
battle-gen9randombattle-540,RuleBasedPlayer 1,RuleBasedPlayer,57,"['vileplume', 'mienshao', 'walkingwake', 'granbull', 'volbeat', 'tyranitar']","['raikou', 'vaporeon', 'orthworm', 'jumpluff', 'ribombee', 'suicune']"
battle-gen9randombattle-541,RuleBasedPlayer 1,RuleBasedPlayer,41,"['tornadustherian', 'banette', 'dusknoir', 'overqwil', 'scyther', 'amoonguss']","['garchomp', 'pachirisu', 'baxcalibur', 'gholdengo', 'gyarados', 'passimian']"
battle-gen9randombattle-542,RuleBasedPlayer 1,RuleBasedPlayer,28,"['keldeoresolute', 'heatran', 'cinccino', 'zapdos', 'torkoal', 'basculin']","['coalossal', 'bellossom', 'tyranitar', 'gholdengo', 'basculegion', 'scovillain']"
battle-gen9randombattle-543,RandomPlayer 1,RandomPlayer,45,"['walkingwake', 'zacian', 'arbok', 'victreebel', 'rabsca', 'bronzong']","['reuniclus', 'arceus', 'dugtrio', 'ironjugulis', 'rabsca', 'torterra']"
battle-gen9randombattle-544,RuleBasedPlayer 1,RuleBasedPlayer,42,"['crawdaunt', 'lucario', 'rhydon', 'granbull', 'pelipper', 'kilowattrel']","['taurospaldeacombat', 'granbull', 'swanna', 'slowkinggalar', 'luvdisc', 'dipplin']"
battle-gen9randombattle-545,RandomPlayer 1,RandomPlayer,29,"['chandelure', 'cryogonal', 'hitmonlee', 'golurk', 'zacian', 'sudowoodo']","['mabosstiff', 'rhyperior', 'darkrai', 'hydrapple', 'azumarill', 'regieleki']"
battle-gen9randombattle-546,RuleBasedPlayer 1,RuleBasedPlayer,24,"['golurk', 'sandyshocks', 'chiyu', 'gogoat', 'zamazenta', 'abomasnow']","['blastoise', 'lilligant', 'ursaring', 'greedent', 'enamorus', 'clawitzer']"
battle-gen9randombattle-547,RuleBasedPlayer 1,RuleBasedPlayer,39,"['gastrodoneast', 'brambleghast', 'slitherwing', 'lunala', 'rabsca', 'talonflame']","['volbeat', 'ragingbolt', 'deoxys', 'houndoom', 'florgesyellow', 'chandelure']"
battle-gen9randombattle-548,RandomPlayer 1,RandomPlayer,72,"['tsareena', 'frosmoth', 'toxapex', 'maushold', 'houndoom', 'gastrodoneast']","['squawkabilly', 'luvdisc', 'vivillonocean', 'ribombee', 'duraludon', 'latias']"
battle-gen9randombattle-549,RuleBasedPlayer 1,RuleBasedPlayer,33,"['delphox', 'vaporeon', 'zarudedada', 'decidueye', 'skuntank', 'grafaiai']","['torkoal', 'bellibolt', 'kyurem', 'irontreads', 'weavile', 'azelf']"
battle-gen9randombattle-550,RuleBasedPlayer 1,RuleBasedPlayer,31,"['cryogonal', 'kilowattrel', 'klefki', 'sawsbuckautumn', 'raikou', 'flygon']","['decidueye', 'ironjugulis', 'clodsire', 'porygonz', 'arceusfairy', 'reuniclus']"
battle-gen9randombattle-551,RuleBasedPlayer 1,RuleBasedPlayer,43,"['lurantis', 'espathra', 'tinglu', 'cinderace', 'seviper', 'infernape']","['victreebel', 'latios', 'oinkologne', 'kingambit', 'scrafty', 'bronzong']"
battle-gen9randombattle-552,RuleBasedPlayer 1,RuleBasedPlayer,35,"['chimecho', 'dachsbun', 'primarina', 'swanna', 'blaziken', 'toxtricity']","['ironmoth', 'delphox', 'meowsticf', 'frosmoth', 'lurantis', 'feraligatr']"
battle-gen9randombattle-553,RuleBasedPlayer 1,RuleBasedPlayer,31,"['baxcalibur', 'hatterene', 'sawsbuck', 'cinccino', 'golurk', 'grimmsnarl']","['dragonite', 'heracross', 'lilligant', 'bastiodon', 'cresselia', 'reshiram']"
battle-gen9randombattle-554,RandomPlayer 1,RandomPlayer,31,"['victreebel', 'plusle', 'ironthorns', 'solgaleo', 'hippowdon', 'honchkrow']","['misdreavus', 'breloom', 'lurantis', 'conkeldurr', 'froslass', 'dragalge']"
battle-gen9randombattle-555,RuleBasedPlayer 1,RuleBasedPlayer,18,"['zarude', 'ironjugulis', 'baxcalibur', 'leafeon', 'regigigas', 'wyrdeer']","['sableye', 'pachirisu', 'lucario', 'squawkabillywhite', 'arboliva', 'volcarona']"
battle-gen9randombattle-556,RuleBasedPlayer 1,RuleBasedPlayer,20,"['krookodile', 'ludicolo', 'ogerponwellspring', 'eelektross', 'pawmot', 'vivillonsun']","['ironmoth', 'piloswine', 'plusle', 'primarina', 'abomasnow', 'granbull']"
battle-gen9randombattle-557,RuleBasedPlayer 1,RuleBasedPlayer,41,"['luxray', 'mightyena', 'shaymin', 'bastiodon', 'raikou', 'squawkabillywhite']","['arbok', 'noctowl', 'scrafty', 'lokix', 'rotomfrost', 'breloom']"
battle-gen9randombattle-558,RuleBasedPlayer 1,RuleBasedPlayer,37,"['umbreon', 'hooh', 'cresselia', 'fezandipiti', 'rillaboom', 'arceusfire']","['toxtricity', 'vigoroth', 'chesnaught', 'mimikyu', 'porygonz', 'veluza']"
battle-gen9randombattle-559,RandomPlayer 1,RandomPlayer,54,"['basculegionf', 'illumise', 'orthworm', 'sinistchamasterpiece', 'ditto', 'inteleon']","['sandyshocks', 'bellossom', 'giratina', 'corviknight', 'bronzong', 'girafarig']"
battle-gen9randombattle-560,RuleBasedPlayer 1,RuleBasedPlayer,23,"['tsareena', 'dusknoir', 'arceusbug', 'sneasler', 'lycanrocmidnight', 'spectrier']","['girafarig', 'ironhands', 'fluttermane', 'hitmonchan', 'dragalge', 'mewtwo']"
battle-gen9randombattle-561,RuleBasedPlayer 1,RuleBasedPlayer,24,"['palossand', 'drifblim', 'leafeon', 'milotic', 'abomasnow', 'chimecho']","['charizard', 'drednaw', 'spidops', 'floatzel', 'tropius', 'spiritomb']"
battle-gen9randombattle-562,RuleBasedPlayer 1,RuleBasedPlayer,36,"['hooh', 'whimsicott', 'koraidon', 'brutebonnet', 'rotomheat', 'electrode']","['feraligatr', 'gengar', 'dipplin', 'farigiraf', 'krookodile', 'bastiodon']"
battle-gen9randombattle-563,RuleBasedPlayer 1,RuleBasedPlayer,28,"['staraptor', 'ampharos', 'slowking', 'cyclizar', 'tyranitar', 'scizor']","['morpeko', 'swampert', 'zekrom', 'persian', 'volcanion', 'haxorus']"
battle-gen9randombattle-564,RuleBasedPlayer 1,RuleBasedPlayer,29,"['alcremierainbowswirl', 'toedscruel', 'chimecho', 'lokix', 'volcarona', 'mimikyu']","['kingambit', 'mew', 'houndstone', 'meloetta', 'baxcalibur', 'forretress']"
battle-gen9randombattle-565,RuleBasedPlayer 1,RuleBasedPlayer,34,"['garchomp', 'oinkolognef', 'chimecho', 'latios', 'greninja', 'pecharunt']","['kingambit', 'furret', 'roaringmoon', 'gliscor', 'typhlosion', 'zamazenta']"
battle-gen9randombattle-566,RandomPlayer 1,RandomPlayer,51,"['staraptor', 'dipplin', 'lanturn', 'haxorus', 'toxtricity', 'abomasnow']","['dusknoir', 'spectrier', 'poliwrath', 'vigoroth', 'basculin', 'ironleaves']"
battle-gen9randombattle-567,RuleBasedPlayer 1,RuleBasedPlayer,19,"['camerupt', 'excadrill', 'mewtwo', 'farigiraf', 'eternatus', 'mightyena']","['plusle', 'glaceon', 'mukalola', 'hatterene', 'dragonite', 'hitmonlee']"
battle-gen9randombattle-568,RuleBasedPlayer 1,RuleBasedPlayer,30,"['rayquaza', 'kingambit', 'delibird', 'scizor', 'snorlax', 'krookodile']","['vespiquen', 'ironleaves', 'gougingfire', 'toxtricity', 'enamorus', 'morpeko']"
battle-gen9randombattle-569,RuleBasedPlayer 1,RuleBasedPlayer,52,"['inteleon', 'dunsparce', 'altaria', 'rillaboom', 'zekrom', 'chandelure']","['gliscor', 'skeledirge', 'heatran', 'rillaboom', 'mandibuzz', 'ludicolo']"
battle-gen9randombattle-570,RuleBasedPlayer 1,RuleBasedPlayer,30,"['carbink', 'bellossom', 'irontreads', 'frosmoth', 'florgesblue', 'hawlucha']","['zarudedada', 'ironthorns', 'mandibuzz', 'dedenne', 'duraludon', 'groudon']"
battle-gen9randombattle-571,RuleBasedPlayer 1,RuleBasedPlayer,28,"['toxicroak', 'armarouge', 'dedenne', 'garchomp', 'wugtrio', 'gyarados']","['gothitelle', 'chimecho', 'houndoom', 'diancie', 'smeargle', 'whiscash']"
battle-gen9randombattle-572,RuleBasedPlayer 1,RuleBasedPlayer,21,"['crabominable', 'ironcrown', 'lycanrocmidnight', 'sawsbuck', 'poliwrath', 'palossand']","['crawdaunt', 'ampharos', 'donphan', 'vigoroth', 'ludicolo', 'ogerponcornerstone']"
battle-gen9randombattle-573,RuleBasedPlayer 1,RuleBasedPlayer,19,"['virizion', 'quaquaval', 'mismagius', 'zangoose', 'hydreigon', 'gougingfire']","['dipplin', 'gengar', 'quagsire', 'taurospaldeacombat', 'hooh', 'vaporeon']"
battle-gen9randombattle-574,RuleBasedPlayer 1,RuleBasedPlayer,19,"['palkiaorigin', 'pincurchin', 'appletun', 'ceruledge', 'rillaboom', 'conkeldurr']","['diancie', 'lurantis', 'rabsca', 'sandslashalola', 'chansey', 'granbull']"
battle-gen9randombattle-575,RuleBasedPlayer 1,RuleBasedPlayer,27,"['chiyu', 'venomoth', 'cryogonal', 'kingambit', 'qwilfish', 'keldeoresolute']","['gogoat', 'garganacl', 'ludicolo', 'munkidori', 'latias', 'coalossal']"
battle-gen9randombattle-576,RuleBasedPlayer 1,RuleBasedPlayer,23,"['haxorus', 'glimmora', 'lilliganthisui', 'vivillonocean', 'rabsca', 'slowking']","['gallade', 'klawf', 'vivilloncontinental', 'ninetales', 'farigiraf', 'alcremiesaltedcream']"
battle-gen9randombattle-577,RuleBasedPlayer 1,RuleBasedPlayer,28,"['electivire', 'zamazentacrowned', 'tatsugiristretchy', 'minun', 'politoed', 'taurospaldeacombat']","['hydreigon', 'tentacruel', 'zangoose', 'overqwil', 'tornadustherian', 'greedent']"
battle-gen9randombattle-578,RuleBasedPlayer 1,RuleBasedPlayer,48,"['tsareena', 'decidueyehisui', 'greedent', 'roaringmoon', 'chansey', 'okidogi']","['gastrodon', 'swalot', 'dugtrioalola', 'hawlucha', 'noivern', 'quaquaval']"
battle-gen9randombattle-579,RandomPlayer 1,RandomPlayer,88,"['mismagius', 'fluttermane', 'regigigas', 'sylveon', 'komala', 'poliwrath']","['registeel', 'bruxish', 'sandaconda', 'duraludon', 'dudunsparce', 'araquanid']"
battle-gen9randombattle-580,RandomPlayer 1,RandomPlayer,61,"['misdreavus', 'electivire', 'dugtrioalola', 'garchomp', 'yanmega', 'tinkaton']","['hitmonlee', 'zarude', 'vaporeon', 'zekrom', 'zacian', 'donphan']"
battle-gen9randombattle-581,RuleBasedPlayer 1,RuleBasedPlayer,26,"['orthworm', 'toxicroak', 'jirachi', 'hitmonchan', 'kyuremwhite', 'noivern']","['thundurustherian', 'gougingfire', 'klawf', 'crabominable', 'grumpig', 'passimian']"
battle-gen9randombattle-582,RuleBasedPlayer 1,RuleBasedPlayer,51,"['politoed', 'basculin', 'pawmot', 'talonflame', 'irontreads', 'grimmsnarl']","['scyther', 'ariados', 'jumpluff', 'dachsbun', 'tyranitar', 'palossand']"
battle-gen9randombattle-583,RuleBasedPlayer 1,RuleBasedPlayer,27,"['electivire', 'dragapult', 'mausholdfour', 'mesprit', 'flamigo', 'hippowdon']","['illumise', 'toxapex', 'flapple', 'revavroom', 'crabominable', 'torkoal']"
battle-gen9randombattle-584,RuleBasedPlayer 1,RuleBasedPlayer,61,"['dewgong', 'ursaring', 'registeel', 'deoxysattack', 'taurospaldeaaqua', 'lurantis']","['blissey', 'malamar', 'avalugg', 'magearna', 'braviary', 'flamigo']"
battle-gen9randombattle-585,RuleBasedPlayer 1,RuleBasedPlayer,49,"['ninetales', 'moltresgalar', 'ironvaliant', 'smeargle', 'eternatus', 'dusknoir']","['glimmora', 'hitmonlee', 'alomomola', 'zoroarkhisui', 'ceruledge', 'okidogi']"
battle-gen9randombattle-586,RuleBasedPlayer 1,RuleBasedPlayer,34,"['scovillain', 'gholdengo', 'lilliganthisui', 'moltres', 'overqwil', 'poliwrath']","['cinccino', 'tyranitar', 'torkoal', 'gumshoos', 'rillaboom', 'carbink']"
battle-gen9randombattle-587,RuleBasedPlayer 1,RuleBasedPlayer,35,"['lunala', 'klawf', 'ambipom', 'espeon', 'raichu', 'sableye']","['dodrio', 'dudunsparce', 'hydrapple', 'rampardos', 'basculinbluestriped', 'minioryellow']"
battle-gen9randombattle-588,RuleBasedPlayer 1,RuleBasedPlayer,31,"['spidops', 'beartic', 'hitmontop', 'decidueyehisui', 'spectrier', 'barraskewda']","['dewgong', 'vileplume', 'thundurustherian', 'pyroar', 'hypno', 'gallade']"
battle-gen9randombattle-589,RuleBasedPlayer 1,RuleBasedPlayer,44,"['mewtwo', 'amoonguss', 'mew', 'cyclizar', 'pyroar', 'ironhands']","['irontreads', 'garganacl', 'staraptor', 'banette', 'necrozma', 'thundurus']"
battle-gen9randombattle-590,RuleBasedPlayer 1,RuleBasedPlayer,34,"['hippowdon', 'bombirdier', 'amoonguss', 'copperajah', 'spiritomb', 'sneasler']","['barraskewda', 'lilliganthisui', 'ironhands', 'spiritomb', 'delibird', 'skarmory']"
battle-gen9randombattle-591,RuleBasedPlayer 1,RuleBasedPlayer,20,"['lunala', 'skarmory', 'gardevoir', 'poliwrath', 'bastiodon', 'volcarona']","['toucannon', 'entei', 'cinccino', 'ariados', 'terrakion', 'primarina']"
battle-gen9randombattle-592,RuleBasedPlayer 1,RuleBasedPlayer,40,"['dachsbun', 'zamazenta', 'gliscor', 'exeggutor', 'pecharunt', 'qwilfishhisui']","['greedent', 'seviper', 'ironleaves', 'skarmory', 'slaking', 'conkeldurr']"
battle-gen9randombattle-593,RuleBasedPlayer 1,RuleBasedPlayer,22,"['sandaconda', 'oinkologne', 'cyclizar', 'eelektross', 'florgesyellow', 'dugtrioalola']","['rhyperior', 'gothitelle', 'espeon', 'dragapult', 'illumise', 'raikou']"
battle-gen9randombattle-594,RuleBasedPlayer 1,RuleBasedPlayer,29,"['ironmoth', 'wugtrio', 'mudsdale', 'dugtrioalola', 'kricketune', 'regigigas']","['maushold', 'azelf', 'forretress', 'drifblim', 'walkingwake', 'golemalola']"
battle-gen9randombattle-595,RuleBasedPlayer 1,RuleBasedPlayer,32,"['ursaring', 'baxcalibur', 'donphan', 'yanmega', 'politoed', 'tornadus']","['cinderace', 'blastoise', 'arceusground', 'scrafty', 'calyrex', 'darkrai']"
battle-gen9randombattle-596,RuleBasedPlayer 1,RuleBasedPlayer,19,"['breloom', 'grumpig', 'ironjugulis', 'scyther', 'sandslashalola', 'phione']","['basculin', 'tinglu', 'conkeldurr', 'jolteon', 'infernape', 'squawkabillywhite']"
battle-gen9randombattle-597,RuleBasedPlayer 1,RuleBasedPlayer,27,"['porygonz', 'slaking', 'spectrier', 'dragalge', 'grumpig', 'calyrexice']","['qwilfishhisui', 'goodra', 'regieleki', 'espeon', 'hitmontop', 'volcanion']"
battle-gen9randombattle-598,RuleBasedPlayer 1,RuleBasedPlayer,17,"['mabosstiff', 'milotic', 'victreebel', 'urshifurapidstrike', 'toedscruel', 'tyranitar']","['misdreavus', 'alcremierubyswirl', 'beartic', 'meganium', 'sandaconda', 'maushold']"
battle-gen9randombattle-599,RuleBasedPlayer 1,RuleBasedPlayer,25,"['gurdurr', 'perrserker', 'taurospaldeacombat', 'galvantula', 'sylveon', 'krookodile']","['wochien', 'arcaninehisui', 'feraligatr', 'ironboulder', 'minun', 'slowbro']"
battle-gen9randombattle-600,RuleBasedPlayer 1,RuleBasedPlayer,50,"['kilowattrel', 'slowkinggalar', 'salamence', 'palafinhero', 'ironbundle', 'dunsparce']","['kleavor', 'ampharos', 'azumarill', 'illumise', 'muk', 'garganacl']"
battle-gen9randombattle-601,RuleBasedPlayer 1,RuleBasedPlayer,14,"['alomomola', 'regirock', 'scizor', 'mabosstiff', 'zangoose', 'swanna']","['perrserker', 'chienpao', 'meloetta', 'garganacl', 'staraptor', 'necrozmadawnwings']"
battle-gen9randombattle-602,RuleBasedPlayer 1,RuleBasedPlayer,20,"['rhydon', 'rabsca', 'illumise', 'carbink', 'zebstrika', 'garchomp']","['haxorus', 'alcremiematchacream', 'dusknoir', 'gliscor', 'tinglu', 'zangoose']"
battle-gen9randombattle-603,RuleBasedPlayer 1,RuleBasedPlayer,33,"['electrodehisui', 'ironcrown', 'clodsire', 'kricketune', 'azumarill', 'flamigo']","['hippowdon', 'cloyster', 'trevenant', 'arceusfire', 'baxcalibur', 'skuntank']"
battle-gen9randombattle-604,RuleBasedPlayer 1,RuleBasedPlayer,28,"['grumpig', 'hatterene', 'serperior', 'rotommow', 'milotic', 'ironjugulis']","['toedscruel', 'irontreads', 'terapagosterastal', 'breloom', 'slowbrogalar', 'persian']"
battle-gen9randombattle-605,RuleBasedPlayer 1,RuleBasedPlayer,32,"['arceusice', 'girafarig', 'stonjourner', 'brambleghast', 'cinderace', 'falinks']","['quagsire', 'hitmonlee', 'primarina', 'regice', 'magcargo', 'kleavor']"
battle-gen9randombattle-606,RuleBasedPlayer 1,RuleBasedPlayer,43,"['irontreads', 'leafeon', 'trevenant', 'raikou', 'hoopaunbound', 'miraidon']","['politoed', 'tyranitar', 'galvantula', 'cinccino', 'rotomwash', 'victreebel']"
battle-gen9randombattle-607,RuleBasedPlayer 1,RuleBasedPlayer,33,"['passimian', 'galvantula', 'froslass', 'eelektross', 'barraskewda', 'klefki']","['sinistchamasterpiece', 'goodra', 'crabominable', 'cinderace', 'mewtwo', 'dragapult']"
battle-gen9randombattle-608,RuleBasedPlayer 1,RuleBasedPlayer,39,"['regigigas', 'coalossal', 'torkoal', 'crawdaunt', 'milotic', 'hitmontop']","['articunogalar', 'armarouge', 'rillaboom', 'mudsdale', 'oinkologne', 'gougingfire']"
battle-gen9randombattle-609,RuleBasedPlayer 1,RuleBasedPlayer,14,"['basculin', 'virizion', 'lokix', 'deoxysattack', 'krookodile', 'tentacruel']","['toucannon', 'ironleaves', 'banette', 'girafarig', 'arceusground', 'urshifurapidstrike']"
battle-gen9randombattle-610,RuleBasedPlayer 1,RuleBasedPlayer,26,"['palossand', 'kyogre', 'hitmonlee', 'regice', 'regieleki', 'baxcalibur']","['slitherwing', 'vivillonicysnow', 'abomasnow', 'krookodile', 'eternatus', 'wyrdeer']"
battle-gen9randombattle-611,RuleBasedPlayer 1,RuleBasedPlayer,32,"['ironthorns', 'ogerpon', 'bellibolt', 'greattusk', 'espathra', 'hydrapple']","['ampharos', 'munkidori', 'veluza', 'arceusghost', 'mukalola', 'grimmsnarl']"
battle-gen9randombattle-612,RuleBasedPlayer 1,RuleBasedPlayer,37,"['pawmot', 'delphox', 'morpeko', 'cryogonal', 'poliwrath', 'piloswine']","['magcargo', 'araquanid', 'hoopa', 'skarmory', 'cobalion', 'vikavolt']"
battle-gen9randombattle-613,RuleBasedPlayer 1,RuleBasedPlayer,28,"['magcargo', 'snorlax', 'luvdisc', 'floatzel', 'trevenant', 'lycanrocdusk']","['ironboulder', 'rabsca', 'ironthorns', 'ironvaliant', 'floatzel', 'furret']"
battle-gen9randombattle-614,RuleBasedPlayer 1,RuleBasedPlayer,38,"['feraligatr', 'crawdaunt', 'shiftry', 'revavroom', 'spidops', 'sneasler']","['heracross', 'landorus', 'arbok', 'seviper', 'illumise', 'lucario']"
battle-gen9randombattle-615,RuleBasedPlayer 1,RuleBasedPlayer,57,"['oricoriopau', 'pawmot', 'alomomola', 'mightyena', 'sableye', 'muk']","['ogerponwellspringtera', 'scizor', 'eternatus', 'vileplume', 'ragingbolt', 'charizard']"
battle-gen9randombattle-616,RuleBasedPlayer 1,RuleBasedPlayer,20,"['sandyshocks', 'ironmoth', 'donphan', 'ditto', 'clawitzer', 'ogerponcornerstone']","['sandaconda', 'lapras', 'pelipper', 'arceusfairy', 'komala', 'moltresgalar']"
battle-gen9randombattle-617,RandomPlayer 1,RandomPlayer,31,"['swampert', 'spectrier', 'beartic', 'arceusbug', 'deoxys', 'electivire']","['yanmega', 'gumshoos', 'honchkrow', 'ampharos', 'tauros', 'wugtrio']"
battle-gen9randombattle-618,RandomPlayer 1,RandomPlayer,36,"['leavanny', 'plusle', 'scovillain', 'mimikyu', 'whiscash', 'houndoom']","['dusknoir', 'lurantis', 'medicham', 'arboliva', 'gastrodoneast', 'dragonite']"
battle-gen9randombattle-619,RuleBasedPlayer 1,RuleBasedPlayer,54,"['meganium', 'dodrio', 'brutebonnet', 'illumise', 'tatsugiridroopy', 'moltres']","['noctowl', 'annihilape', 'tatsugiristretchy', 'ursaring', 'enamorustherian', 'mukalola']"
battle-gen9randombattle-620,RuleBasedPlayer 1,RuleBasedPlayer,36,"['reshiram', 'golemalola', 'darkrai', 'qwilfish', 'necrozma', 'suicune']","['diancie', 'lurantis', 'misdreavus', 'dragalge', 'flareon', 'regice']"
battle-gen9randombattle-621,RandomPlayer 1,RandomPlayer,31,"['arceussteel', 'weavile', 'clawitzer', 'furret', 'bellossom', 'gengar']","['walkingwake', 'komala', 'lunala', 'taurospaldeacombat', 'torkoal', 'diancie']"
battle-gen9randombattle-622,RandomPlayer 1,RandomPlayer,60,"['blissey', 'amoonguss', 'feraligatr', 'tinglu', 'jumpluff', 'incineroar']","['enamorustherian', 'swampert', 'garganacl', 'jirachi', 'glalie', 'honchkrow']"
battle-gen9randombattle-623,RuleBasedPlayer 1,RuleBasedPlayer,48,"['dipplin', 'lunala', 'misdreavus', 'magcargo', 'infernape', 'bombirdier']","['hawlucha', 'rabsca', 'vikavolt', 'eternatus', 'thundurus', 'passimian']"
battle-gen9randombattle-624,RuleBasedPlayer 1,RuleBasedPlayer,37,"['manaphy', 'braviaryhisui', 'ampharos', 'araquanid', 'probopass', 'galvantula']","['barraskewda', 'porygonz', 'lucario', 'mightyena', 'hydrapple', 'feraligatr']"
battle-gen9randombattle-625,RuleBasedPlayer 1,RuleBasedPlayer,27,"['greedent', 'bellibolt', 'breloom', 'wigglytuff', 'conkeldurr', 'ampharos']","['golemalola', 'drednaw', 'donphan', 'charizard', 'haxorus', 'latias']"
battle-gen9randombattle-626,RandomPlayer 1,RandomPlayer,40,"['tropius', 'bastiodon', 'florgesorange', 'wyrdeer', 'ironvaliant', 'chandelure']","['samurott', 'inteleon', 'ninetalesalola', 'medicham', 'falinks', 'tauros']"
battle-gen9randombattle-627,RuleBasedPlayer 1,RuleBasedPlayer,19,"['corviknight', 'enamorus', 'zamazentacrowned', 'electivire', 'hitmonlee', 'floatzel']","['empoleon', 'chienpao', 'quaquaval', 'hydrapple', 'mamoswine', 'ironleaves']"
battle-gen9randombattle-628,RuleBasedPlayer 1,RuleBasedPlayer,26,"['zapdosgalar', 'hooh', 'empoleon', 'electivire', 'tatsugiristretchy', 'ninetalesalola']","['thundurus', 'pecharunt', 'smeargle', 'wochien', 'magcargo', 'clawitzer']"
battle-gen9randombattle-629,RuleBasedPlayer 1,RuleBasedPlayer,28,"['slowbro', 'mismagius', 'zarudedada', 'dragonite', 'indeedee', 'blaziken']","['umbreon', 'toxicroak', 'dunsparce', 'klefki', 'lugia', 'ninetales']"
battle-gen9randombattle-630,RandomPlayer 1,RandomPlayer,37,"['klawf', 'ogerponcornerstone', 'vaporeon', 'hatterene', 'toxapex', 'zamazenta']","['blaziken', 'avalugg', 'hydreigon', 'azumarill', 'brambleghast', 'golurk']"
battle-gen9randombattle-631,RandomPlayer 1,RandomPlayer,68,"['hydrapple', 'ironhands', 'lapras', 'manaphy', 'arcanine', 'kingambit']","['ironleaves', 'emboar', 'greninja', 'miraidon', 'sylveon', 'yanmega']"
battle-gen9randombattle-632,RuleBasedPlayer 1,RuleBasedPlayer,46,"['pachirisu', 'haxorus', 'tropius', 'cinccino', 'garganacl', 'sandslashalola']","['jumpluff', 'golduck', 'articuno', 'greedent', 'beartic', 'cyclizar']"
battle-gen9randombattle-633,RuleBasedPlayer 1,RuleBasedPlayer,26,"['keldeoresolute', 'falinks', 'rhyperior', 'froslass', 'amoonguss', 'palossand']","['snorlax', 'spectrier', 'articunogalar', 'quaquaval', 'ampharos', 'infernape']"
battle-gen9randombattle-634,RuleBasedPlayer 1,RuleBasedPlayer,71,"['masquerain', 'eternatus', 'granbull', 'hatterene', 'phione', 'porygon2']","['chimecho', 'bellossom', 'solgaleo', 'smeargle', 'dusknoir', 'pyroar']"
battle-gen9randombattle-635,RuleBasedPlayer 1,RuleBasedPlayer,34,"['dragalge', 'ironbundle', 'lapras', 'latios', 'vigoroth', 'mimikyu']","['malamar', 'toedscruel', 'palossand', 'spiritomb', 'conkeldurr', 'oinkolognef']"
battle-gen9randombattle-636,RuleBasedPlayer 1,RuleBasedPlayer,27,"['torkoal', 'altaria', 'poliwrath', 'pawmot', 'irontreads', 'screamtail']","['heatran', 'blissey', 'greattusk', 'tinglu', 'okidogi', 'meganium']"
battle-gen9randombattle-637,RuleBasedPlayer 1,RuleBasedPlayer,24,"['hydrapple', 'masquerain', 'tinglu', 'lucario', 'barraskewda', 'hariyama']","['girafarig', 'shiftry', 'walkingwake', 'pachirisu', 'deoxysspeed', 'primarina']"
battle-gen9randombattle-638,RuleBasedPlayer 1,RuleBasedPlayer,37,"['meloetta', 'beartic', 'mismagius', 'arcaninehisui', 'glalie', 'tsareena']","['golurk', 'hippowdon', 'palkia', 'emboar', 'thundurus', 'comfey']"
